Type,Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
GSF-GSF,143328,40734729,100.8136942,24.68620699,-12.13889497,96.98783091,27.5093,1.97274,-0.457008,-1,28.95164277,-22.66008572,15.71887866,-8.811071907,27.5783,-0.314293,2.53512,1,95.11561592
GSF-GSF,143328,177355558,54.08878754,-53.86710905,-0.14342979,-4.889880198,53.8673,-0.0906522,-3.13893,1,39.75961959,39.71937984,1.767792536,0.270414124,39.7587,0.00680133,0.0444777,-1,92.64657176
GSF-GSF,143657,626852073,183.5747301,23.26325612,-39.82386073,-177.6866978,46.1207,-2.05834,-1.04211,1,213.8992941,-20.39742825,32.61089348,-210.4124106,38.4646,-2.40073,2.12974,1,85.46602882
GSF-GSF,143657,209290525,109.1371831,0.383625956,-53.5308254,95.10640519,53.5322,1.33903,-1.56363,-1,75.19427164,9.580808142,37.4657883,64.48799352,38.6714,1.28427,1.32044,1,90.27922108
GSF-GSF,143657,627965900,56.88873895,37.62358583,9.45769443,41.60945114,38.7941,0.93177,0.246274,1,38.00218549,-32.83114744,-9.624167439,-16.5425893,34.2127,-0.466425,-2.85644,-1,91.39444622
GSF-GSF,143657,260402498,166.0926058,-37.08749527,-18.55742773,160.8318789,41.4712,2.06473,-2.67765,1,74.71223938,32.42258739,19.55712253,64.40662619,37.8643,1.30132,0.542765,-1,85.04015831
GSF-GSF,143657,260160123,60.35096899,-23.5556089,1.940469671,55.53023793,23.6354,1.58982,3.0594,1,34.04511204,33.90294184,-3.102470568,-0.186720587,34.0446,-0.00548456,-0.0912562,1,75.75815242
GSF-GSF,143657,260160123,9.544001157,-3.720885693,0.252748,8.785162829,3.72946,1.59223,3.07377,-1,34.04511204,33.90294184,-3.102470568,-0.186720587,34.0446,-0.00548456,-0.0912562,1,30.11644316
GSF-GSF,143657,260160123,9.544001157,-3.720885693,0.252748,8.785162829,3.72946,1.59223,3.07377,-1,60.35096899,-23.5556089,1.940469671,55.53023793,23.6354,1.58982,3.0594,1,0.136806468
GSF-GSF,143827,704925618,60.71451176,14.22183744,-47.44585158,35.1124258,49.5315,0.659935,-1.27957,1,38.50073957,-23.77589026,15.3981593,-26.07509692,28.3266,-0.824039,2.56688,-1,92.97127662
GSF-GSF,143827,88237416,64.07210906,-49.64508283,28.62117173,-28.66059034,57.3045,-0.481342,2.61862,-1,70.35311799,23.131282,-21.55774973,-62.84718315,31.6195,-1.43808,-0.750202,1,94.57058471
GSF-GSF,143827,483675471,128.7218761,-19.83790205,-41.7655845,120.1308244,46.2375,1.68307,-2.01423,1,26.82850256,7.778722032,25.48676932,3.112012597,26.6474,0.116521,1.27457,-1,92.71838961
GSF-GSF,143827,393127846,203.1678424,-35.20868605,-14.9031228,199.5380103,38.2329,2.35451,-2.74118,1,190.9976856,35.67971255,15.81245143,186.9680197,39.0266,2.27056,0.417166,-1,77.32078312
GSF-GSF,143827,698780790,56.7961536,40.06412231,-39.56372134,7.441849325,56.3065,0.131785,-0.779114,-1,37.74992108,-33.1178747,18.03491107,-1.733464425,37.7101,-0.045952,2.64293,1,91.6222383
GSF-GSF,143827,260027527,99.56595264,56.22126878,-27.78784917,77.332938,62.7136,1.037,-0.459044,-1,55.4875524,-27.74740103,-15.1031324,45.61628655,31.5915,1.16326,-2.64313,1,79.21287876
GSF-GSF,143827,260027527,12.54965348,-4.467308031,7.339730069,9.146875072,8.59235,0.92628,2.11755,1,55.4875524,-27.74740103,-15.1031324,45.61628655,31.5915,1.16326,-2.64313,1,23.06511688
GSF-GSF,143827,260027527,12.54965348,-4.467308031,7.339730069,9.146875072,8.59235,0.92628,2.11755,1,99.56595264,56.22126878,-27.78784917,77.332938,62.7136,1.037,-0.459044,-1,44.66041914
GSF-GSF,143827,397613788,60.14551675,-26.82483923,25.54336864,-47.38615308,37.041,-1.06576,2.38066,-1,48.79704788,45.29028688,-16.85484719,-6.771700059,48.3249,-0.139674,-0.356271,1,92.29813741
GSF-GSF,143827,245429112,68.90149775,39.10860957,15.72146456,54.50475761,42.1503,1.07424,0.382225,1,46.8060886,-40.39725611,-18.2574567,15.01788612,44.3314,0.332598,-2.71712,-1,92.44866511
GSF-GSF,143827,697482440,23.14266417,20.57618106,2.537861984,10.28411077,20.7321,0.477674,0.12272,-1,98.4328555,-25.3077108,-4.54336277,-95.01528651,25.7123,-2.01804,-2.96396,1,87.03347308
GSF-GSF,143827,476246032,100.4247738,-23.05100002,-4.837833026,97.62367517,23.5532,2.12925,-2.93472,-1,25.60514413,17.32171679,14.55222683,-11.99225698,22.6232,-0.507959,0.698727,1,91.78020641
GSF-GSF,143827,183388653,41.61668414,-24.83980167,31.99689519,-9.54627412,40.507,-0.233541,2.23093,1,63.89650476,20.99286137,-36.93701359,-47.72546614,42.4858,-0.965948,-1.05398,-1,88.39557161
GSF-GSF,143827,369064496,324.7354513,65.10809037,-10.03900266,317.9831258,65.8775,2.27791,-0.152985,1,204.9515129,-19.53105507,28.61020268,202.0027644,34.6411,2.46366,2.16979,-1,88.09539349
GSF-GSF,143827,369064496,7.331409009,-3.95272479,-1.050590088,6.084552982,4.08996,1.18791,-2.88181,1,204.9515129,-19.53105507,28.61020268,202.0027644,34.6411,2.46366,2.16979,-1,21.27644498
GSF-GSF,143827,369064496,7.331409009,-3.95272479,-1.050590088,6.084552982,4.08996,1.18791,-2.88181,1,324.7354513,65.10809037,-10.03900266,317.9831258,65.8775,2.27791,-0.152985,1,37.22339917
GSF-GSF,143827,861279221,221.5943428,-28.88748015,-39.27784093,216.1638672,48.7569,2.19482,-2.20493,1,286.8463222,-3.17462597,44.66081115,283.3304541,44.7735,2.54433,1.64176,-1,89.22094921
GSF-GSF,143827,51976518,76.41655065,4.264834748,57.86013375,49.73434749,58.0171,0.776741,1.49722,-1,28.74264647,5.772188646,-22.86630769,-16.43026283,23.5836,-0.649946,-1.32353,1,92.86541327
GSF-GSF,143827,514227436,62.47944708,-49.73328241,-10.82574916,36.23651587,50.8979,0.662425,-2.92726,-1,88.22215551,43.05991494,15.86416022,75.34799844,45.8893,1.27101,0.35299,1,100.9452811
GSF-GSF,143827,494793437,237.5769548,8.454864311,43.78393634,-233.3544335,44.5928,-2.35714,1.38004,1,100.7450326,-9.427741702,-36.84000036,-93.29251662,38.0272,-1.62975,-1.82133,-1,87.83150006
GSF-GSF,143827,666817880,207.3701478,-31.25090296,-20.45820196,-203.9784823,37.3518,-2.39906,-2.56196,-1,117.1618704,25.02964945,13.22430184,-113.6905377,28.3084,-2.09862,0.486066,1,65.6992486
GSF-GSF,143827,679976707,25.95966837,23.25568323,4.001310327,10.81975483,23.5974,0.443802,0.170389,1,41.70085112,-21.74726737,-6.223691362,-35.03259928,22.6203,-1.22149,-2.86286,-1,63.12265652
GSF-GSF,143827,394176139,53.98761004,-39.33874727,-19.51986988,31.40222413,43.9154,0.664962,-2.68099,-1,95.66252781,31.75434525,16.49780847,88.71754675,35.7843,1.63949,0.479161,1,88.88052877
GSF-GSF,143827,868180541,165.2527666,-19.00298781,-28.96531133,161.5808592,34.6425,2.24437,-2.15142,-1,44.64084157,18.54857013,30.48861,26.81790339,35.6876,0.694317,1.02424,1,92.5132751
GSF-GSF,143827,644046021,45.48059536,18.33023424,-20.63347845,-36.14895066,27.5996,-1.08439,-0.844442,-1,45.30123717,-34.71105473,7.411560031,28.14984097,35.4935,0.72727,2.93123,1,87.94432873
GSF-GSF,143827,244415658,134.5902246,-31.06351926,-1.223374453,-130.9507147,31.0876,-2.14496,-3.10223,-1,103.595681,49.76289465,-1.428716826,-90.84975621,49.7834,-1.36247,-0.0287026,1,84.73710221
GSF-GSF,143827,347849277,50.80704922,34.01226679,24.48547264,-28.72252753,41.9091,-0.640626,0.623958,1,51.97876111,-39.85466391,-32.35453787,8.159733437,51.3343,0.158291,-2.45969,-1,100.2299282
GSF-GSF,143827,832748214,43.12586542,32.96389323,-11.18093984,25.459941,34.8085,0.678224,-0.32701,1,146.0752828,-33.60107478,17.54148603,141.0717983,37.9043,2.02493,2.66046,-1,89.57338741
GSF-GSF,143827,174058425,61.55865081,37.83748788,-9.761636551,-47.56576975,39.0764,-1.02697,-0.252483,1,74.64853428,-46.91818182,15.5842636,-55.93048018,49.4387,-0.971245,2.8209,-1,87.88948477
GSF-GSF,143827,210857988,30.51656933,-9.352942129,27.41909097,-9.590460212,28.9704,-0.325277,1.89953,1,120.3036777,45.88121799,-40.57226695,-103.5460277,61.247,-1.29606,-0.724067,-1,91.86708351
GSF-GSF,143827,399439870,54.52966285,41.65319641,-13.01301804,-32.69796203,43.6386,-0.692579,-0.302806,1,51.2227475,-44.68814188,12.00784193,-21.96705644,46.2733,-0.458491,2.87909,-1,90.47146942
GSF-GSF,143827,610205617,62.02262773,18.09272337,-3.081717365,59.24493843,18.3533,1.88819,-0.16871,-1,31.60273897,-28.33369447,12.08975206,-7.054981441,30.8052,-0.227063,2.73829,1,76.5238231
GSF-GSF,143827,169421646,63.60268641,26.21988395,48.70399206,-31.39650556,55.3133,-0.540855,1.07694,-1,35.70517244,-7.251704195,-25.35849781,24.06696312,26.375,0.818123,-1.84933,1,94.3584903
GSF-GSF,143827,169421646,18.33371482,-3.793282609,-1.531792428,-17.87147778,4.09089,-2.18044,-2.7578,-1,35.70517244,-7.251704195,-25.35849781,24.06696312,26.375,0.818123,-1.84933,1,45.13023217
GSF-GSF,143827,169421646,18.33371482,-3.793282609,-1.531792428,-17.87147778,4.09089,-2.18044,-2.7578,-1,63.60268641,26.21988395,48.70399206,-31.39650556,55.3133,-0.540855,1.07694,-1,39.47240554
GSF-GSF,143827,86019827,141.5019621,-13.53137866,35.5953125,136.2816231,38.0805,1.98714,1.93407,1,280.8502957,29.2625992,-40.82601174,276.3219601,50.2301,2.40626,-0.948908,-1,88.68416575
GSF-GSF,143827,427032295,35.50578281,-10.97663454,29.89290341,-15.70313448,31.8445,-0.475049,1.92271,1,131.3401749,10.88766238,-33.92185224,-126.4160128,35.6263,-1.97893,-1.26022,-1,87.31254914
GSF-GSF,143827,532134080,191.8942465,12.2826006,-32.49089022,188.7243536,34.735,2.39405,-1.20937,1,89.48569985,-12.35144385,39.9255123,79.12702306,41.7924,1.39489,1.87082,-1,85.87802932
GSF-GSF,143827,796853407,138.6437023,9.447381366,31.38638138,-134.7134672,32.7774,-2.12104,1.27842,1,37.28764402,-4.770373746,-32.81426639,-17.05391016,33.1592,-0.493969,-1.71516,-1,88.85149714
GSF-GSF,143827,540921470,42.49339838,-19.74905619,34.85252158,14.17622744,40.059,0.346885,2.08633,-1,59.46741984,19.3353036,-34.11815549,44.70426739,39.2161,0.976953,-1.05521,1,83.23692267
GSF-GSF,143827,684972439,51.75922241,8.351873047,45.09368968,-23.9963012,45.8606,-0.501905,1.38766,-1,72.23785472,-13.39737574,-35.8218599,-61.28305093,38.2452,-1.25024,-1.92869,1,89.39397804
GSF-GSF,143827,667459613,162.0469705,-38.34031393,-2.087490476,-157.4321548,38.3971,-2.11871,-3.0872,1,56.06179291,46.72161387,4.504975531,-30.65486286,46.9383,-0.613812,0.0961245,-1,110.0845859
GSF-GSF,143827,202730941,73.38905146,28.57804306,26.08294248,62.36127356,38.6914,1.2552,0.739783,-1,36.37369957,-25.78846401,-25.3331876,4.028740557,36.1499,0.111216,-2.3651,1,87.3606528
GSF-GSF,143827,615994983,217.4407219,42.17884582,-26.72264316,211.6301321,49.9315,2.15097,-0.564728,-1,67.22090037,-32.75162478,16.39362679,56.36691868,36.6254,1.21621,2.67751,1,94.94345079
GSF-GSF,143827,305807494,217.9509416,-38.1172904,-24.04403616,213.2406374,45.0671,2.2584,-2.57884,1,36.09520616,27.42918181,-14.20328271,18.67540235,30.8884,0.572773,-0.477799,-1,95.79823918
GSF-GSF,143833,89324920,45.66634513,7.15463323,38.11419509,24.11502505,38.7799,0.587465,1.38524,-1,70.79615666,-36.84134463,-44.45714971,40.96795043,57.7384,0.660468,-2.26279,1,91.685259
GSF-GSF,143833,224620552,41.46322006,14.36851359,17.79495653,-34.58444675,22.8717,-1.20146,0.89153,-1,45.26557055,-19.42520542,16.95055619,37.20634242,25.781,1.16282,2.42412,1,79.26025484
GSF-GSF,143833,375988678,81.24016628,22.23313648,32.75100303,70.94380917,39.5846,1.34665,0.974404,1,36.0508164,-28.7999152,-20.34789918,7.495948674,35.2629,0.211004,-2.5265,-1,86.06636648
GSF-GSF,143833,375988678,7.472737841,2.438069528,-5.414569342,4.536525806,5.93816,0.704279,-1.14771,-1,36.0508164,-28.7999152,-20.34789918,7.495948674,35.2629,0.211004,-2.5265,-1,19.77037279
GSF-GSF,143833,375988678,7.472737841,2.438069528,-5.414569342,4.536525806,5.93816,0.704279,-1.14771,-1,81.24016628,22.23313648,32.75100303,70.94380917,39.5846,1.34665,0.974404,1,28.57882742
GSF-GSF,143833,129413041,129.8722504,-38.64993184,-18.83442582,-122.5489641,42.9948,-1.77002,-2.68815,-1,88.81325757,42.02936056,15.00191166,-76.78717482,44.6265,-1.31125,0.342843,1,89.79056977
GSF-GSF,143833,261429167,63.03238693,-41.14129605,-7.929040414,47.09146291,41.8984,0.966358,-2.9512,1,80.41604202,40.2716167,8.651354861,69.06584367,41.1904,1.28897,0.211609,-1,84.16444508
GSF-GSF,143833,207613087,57.786063,27.76235843,-4.371356076,50.49130398,28.1044,1.34877,-0.156174,1,44.83756073,-37.47077941,21.94483496,-11.17012805,43.4239,-0.254479,2.61179,-1,92.64109602
GSF-GSF,143833,493554060,124.2699809,7.98273933,-42.8898432,-116.3604974,43.6264,-1.7076,-1.38678,1,70.28879098,-10.84996139,40.10028328,-56.69885146,41.5422,-1.11738,1.83504,-1,88.81201974
GSF-GSF,143833,493554060,4.109977373,2.11342829,-3.497545051,-0.438763292,4.08649,-0.107164,-1.02725,-1,70.28879098,-10.84996139,40.10028328,-56.69885146,41.5422,-1.11738,1.83504,-1,29.22981795
GSF-GSF,143833,493554060,4.109977373,2.11342829,-3.497545051,-0.438763292,4.08649,-0.107164,-1.02725,-1,124.2699809,7.98273933,-42.8898432,-116.3604974,43.6264,-1.7076,-1.38678,1,24.19966896
GSF-GSF,143833,672343236,90.43812522,-4.883931585,-20.10952479,-88.0386774,20.6941,-2.15461,-1.80905,1,30.06715677,4.893626878,29.6657861,0.165732398,30.0667,0.00551213,1.40731,-1,81.90571592
GSF-GSF,143833,877306367,61.05492568,36.20988239,-3.555259927,-49.02966953,36.384,-1.10712,-0.0978711,-1,83.37292851,-40.36603675,-7.963153447,-72.5135606,41.144,-1.33205,-2.94682,1,77.04998903
GSF-GSF,143833,366919392,113.692034,-28.36964065,46.28517971,99.89356448,54.2877,1.36974,2.12067,-1,107.9487835,4.812821636,-31.62265204,103.1008462,31.9868,1.88677,-1.41976,1,84.54589158
GSF-GSF,143833,305270599,42.94360379,33.92119206,-5.955939678,25.65214647,34.4401,0.689009,-0.17381,1,83.48392193,-56.31482788,13.81834918,60.06045793,57.9854,0.906453,2.90097,-1,89.85530757
GSF-GSF,143833,741278265,67.58643585,5.806101487,40.52134974,53.77951015,40.9352,1.08682,1.42848,-1,134.6504781,-7.37144406,-39.28926631,128.5798064,39.9748,1.88478,-1.75626,1,87.41213131
GSF-GSF,143833,721160000,39.36659157,23.35959603,-9.205211344,30.32032139,25.1079,1.02083,-0.37538,-1,57.49086617,-7.338771349,17.96613055,-54.11617393,19.4072,-1.74934,1.95859,1,92.09616709
GSF-GSF,143833,747016946,25.2709401,-14.55059852,-20.23686544,4.16770599,24.9249,0.166441,-2.19417,-1,103.9017027,19.16974679,21.94118615,-99.73298841,29.1358,-1.94436,0.85271,1,86.76754692
GSF-GSF,143833,806705843,82.52315065,47.13192475,-24.61172304,-63.11034108,53.171,-1.00758,-0.48124,1,45.08972534,-9.198358086,24.6471099,-36.61957828,26.3076,-1.13331,1.92799,-1,70.00023265
GSF-GSF,143833,885187468,44.88041554,8.959189403,-36.56510558,24.43312665,37.6467,0.610395,-1.33051,1,48.4220321,-13.3468067,45.30846308,-10.6629788,47.2334,-0.223876,1.85727,-1,91.76073385
GSF-GSF,143833,395036795,98.32059928,33.49338837,-12.3919856,91.60552315,35.7123,1.67114,-0.354365,1,112.419151,-26.25656383,-8.766254946,108.9578411,27.6813,2.07911,-2.81936,-1,60.70861956
GSF-GSF,143833,401970991,81.11712404,10.80148331,30.6516877,74.32220269,32.4992,1.56504,1.23199,-1,33.12824427,-9.974136314,-31.15085329,5.255617225,32.7087,0.159996,-1.88067,1,81.9660972
GSF-GSF,143833,153300473,121.9886147,41.60309941,-17.85064595,113.2773529,45.271,1.64805,-0.405313,-1,94.1090689,-44.06928046,24.84139393,79.35565838,50.5885,1.23225,2.6283,1,97.6513145
GSF-GSF,143833,737202998,46.25623316,-15.5545471,-43.03845064,6.736982788,45.763,0.146688,-1.9176,1,43.50102497,16.98773234,39.62878876,5.771934207,43.1164,0.133472,1.16582,-1,88.80434995
GSF-GSF,143833,440113176,96.74892056,20.81301022,50.31716535,79.97096414,54.4518,1.17725,1.17859,1,79.57998362,-9.859351018,-50.5741286,60.64671884,51.5262,1.00117,-1.76333,-1,105.8229701
GSF-GSF,143833,535081207,52.22953963,-3.737359515,32.57148266,-40.65778487,32.7852,-1.04141,1.68504,1,60.02157588,-7.849704003,-49.69485756,-32.73213787,50.311,-0.611724,-1.72746,-1,82.38180724
GSF-GSF,143833,543509929,35.57097348,32.54820014,12.5996155,6.867205464,34.9018,0.19551,0.369342,-1,75.61412752,-36.34394303,-12.15512814,65.18333334,38.3227,1.30128,-2.81884,1,84.59457022
GSF-GSF,143833,705928892,56.11542069,33.38091034,43.03459962,-13.51586104,54.4634,-0.245685,0.911064,1,36.13408479,-11.36943546,-33.98894975,4.599925553,35.8401,0.127996,-1.8936,-1,88.68003466
GSF-GSF,143833,705928892,7.686112187,-4.573055382,2.048801145,-5.828026993,5.01103,-0.992095,2.72039,1,36.13408479,-11.36943546,-33.98894975,4.599925553,35.8401,0.127996,-1.8936,-1,25.38435192
GSF-GSF,143833,705928892,7.686112187,-4.573055382,2.048801145,-5.828026993,5.01103,-0.992095,2.72039,1,56.11542069,33.38091034,43.03459962,-13.51586104,54.4634,-0.245685,0.911064,1,28.87982101
GSF-GSF,143833,13567136,104.1746649,31.56274055,-6.10949189,99.09000118,32.1486,1.84414,-0.191202,1,44.75075412,-36.01436099,13.54902786,22.84774913,38.4787,0.563481,2.78176,-1,85.05763853
GSF-GSF,143833,162636755,138.7101518,-13.14308598,-43.33484745,131.1100931,45.2841,1.7848,-1.86527,-1,118.2233886,-14.37324807,42.17664831,109.5048387,44.5585,1.63135,1.89924,1,85.79515579
GSF-GSF,143833,209664803,127.263977,1.37650966,32.01722367,123.1629914,32.0468,2.05597,1.52783,1,48.19951322,-0.865022699,-39.21716115,28.00819668,39.2267,0.664105,-1.59285,-1,88.78405021
GSF-GSF,143833,670770826,76.98980376,-9.476754632,-37.57547573,-66.52596958,38.7521,-1.30926,-1.81785,-1,161.1090133,22.57896436,46.43499425,-152.6109297,51.6335,-1.80433,1.11821,1,91.76005188
GSF-GSF,143833,595892268,62.21377967,3.287386712,53.89884126,30.89761122,53.999,0.544831,1.50988,1,48.2786478,11.64417399,-46.19608309,7.820674659,47.641,0.16343,-1.32388,-1,102.1135979
GSF-GSF,143833,433180480,54.92858649,-49.68504735,-23.31205583,-2.256930692,54.8822,-0.0411116,-2.70289,-1,49.61922494,14.43873896,22.57329822,-41.76166314,26.7961,-1.22678,1.00174,1,88.03272262
GSF-GSF,143835,156258915,40.46517245,-9.461791698,-35.31410712,17.34412053,36.5597,0.458203,-1.83258,-1,51.81447141,22.62419005,42.42454526,19.31433229,48.0801,0.391624,1.08088,1,83.3539648
GSF-GSF,143835,14124867,86.22908174,46.78513848,5.31876858,72.23791287,47.0865,1.21356,0.113199,1,27.17339098,-26.70449818,-0.292496814,5.017708607,26.7061,0.186798,-3.13064,-1,80.39399384
GSF-GSF,143835,114440664,94.21641161,1.468170288,45.2193722,-82.6425137,45.2432,-1.3633,1.53834,1,35.85645616,19.2413152,-29.48456962,-6.790978702,35.2075,-0.191708,-0.992603,-1,90.79721673
GSF-GSF,143835,33003146,52.59231842,-25.44206381,-42.07904442,-18.65495552,49.1726,-0.37082,-2.11461,1,42.82040549,23.60384703,33.09085216,13.47000499,40.6466,0.325609,0.951197,-1,94.82899098
GSF-GSF,143835,149549029,113.2999922,4.907527785,-42.71581652,104.824441,42.9968,1.62394,-1.45641,1,78.77559605,-6.040167461,45.57881627,63.96625999,45.9773,1.13289,1.70255,-1,91.61468897
GSF-GSF,143835,8280579,41.46493032,-37.40098057,-12.58979406,-12.72808644,39.4631,-0.317186,-2.81689,-1,45.0792806,44.42910486,3.000376557,7.01383784,44.5303,0.156863,0.0674294,1,85.5330132
GSF-GSF,143835,204855749,74.77739269,22.9922473,45.52504769,-54.6853276,51.0017,-0.931534,1.10312,1,56.68031919,-11.37650935,-38.14098107,-40.3546674,39.8015,-0.891167,-1.86067,-1,89.77237635
GSF-GSF,143835,21455207,47.52192788,-37.11845315,20.99867609,20.96687069,42.6465,0.473725,2.62676,-1,41.67910308,37.46373438,-15.24799072,-10.0555964,40.4479,-0.246114,-0.386532,1,88.34352504
GSF-GSF,143835,69496819,65.09551785,27.32807423,22.56950615,54.60055123,35.443,1.21703,0.690319,-1,35.95854446,-31.84401507,-14.53935152,-8.220880794,35.0062,-0.232734,-2.71328,1,89.3083007
GSF-GSF,143835,244285531,31.41028857,26.75308765,6.77982762,14.99708193,27.5988,0.519686,0.248197,-1,156.5730689,-27.31764407,-4.175406622,154.1150161,27.6349,2.41971,-2.98992,1,82.04717686
GSF-GSF,143953,665982708,135.6825778,4.672367358,30.92219303,-132.0293486,31.2732,-2.14715,1.42083,-1,185.2446778,-20.98951712,-52.60688605,-176.3733154,56.6396,-1.85388,-1.95043,1,84.53179875
GSF-GSF,143953,56340815,77.07789368,46.67228157,-36.10516846,-49.58948111,59.0075,-0.7639,-0.658428,1,36.01483201,-10.63542883,33.21732139,-8.975819616,34.8784,-0.254587,1.88066,-1,89.738931
GSF-GSF,143953,56340815,28.1798618,-13.31872812,2.133966101,-24.74191344,13.4886,-1.36697,2.98272,-1,36.01483201,-10.63542883,33.21732139,-8.975819616,34.8784,-0.254587,1.88066,-1,34.06696388
GSF-GSF,143953,56340815,28.1798618,-13.31872812,2.133966101,-24.74191344,13.4886,-1.36697,2.98272,-1,77.07789368,46.67228157,-36.10516846,-49.58948111,59.0075,-0.7639,-0.658428,1,57.33704521
GSF-GSF,143953,184683517,191.6589484,-1.831913046,66.90572534,179.5923732,66.9308,1.71322,1.59817,1,162.6265701,31.53210707,-17.33915939,158.5953375,35.985,2.18903,-0.502758,-1,88.36489666
GSF-GSF,143953,254370701,60.17089042,-46.35417042,-34.48337065,16.8144012,57.7738,0.287079,-2.502,-1,55.02795046,1.226137016,37.81142483,39.96083172,37.8313,0.920622,1.53838,1,89.44121267
GSF-GSF,143953,50054703,73.57099679,10.442614,-35.47672403,63.60067165,36.9817,1.31081,-1.28453,-1,41.11483959,-27.95098626,29.81543748,4.495785759,40.8683,0.109786,2.32393,1,90.42743108
GSF-GSF,143953,537354647,45.36641446,11.93280443,-41.4840813,13.95674527,43.1662,0.317942,-1.29071,1,50.86970089,-5.018956635,45.73875655,21.69107401,46.0133,0.455494,1.68009,-1,89.02089264
GSF-GSF,143953,155488311,55.33142605,22.73623207,-36.70734725,-34.60059419,43.1783,-0.733716,-1.01624,-1,114.8312343,-16.68953916,57.6543818,-97.89608731,60.0214,-1.26531,1.85257,1,104.5209052
GSF-GSF,143953,254560335,48.41178512,-25.10230747,37.81785036,16.83405155,45.3907,0.362855,2.15679,1,48.72814011,26.12702409,-36.70527988,18.5615915,45.0544,0.401137,-0.952191,-1,90.44902249
GSF-GSF,143953,67745880,56.46229621,5.1590612,41.6954418,37.72088432,42.0134,0.807253,1.44769,-1,99.48248122,-13.69755156,-42.38094078,88.95502801,44.5395,1.44239,-1.8834,1,90.54618223
GSF-GSF,143953,50358018,68.29664376,30.54461332,-27.13598909,54.72747246,40.8575,1.10229,-0.726372,1,91.89164742,-35.79037016,26.95319466,80.2287328,44.8043,1.34589,2.49612,-1,86.13686733
GSF-GSF,143953,551832540,52.76180409,-38.11150321,-15.57078312,32.99806064,41.1696,0.733851,-2.75373,-1,49.82403198,42.56046947,14.56779585,21.42008229,44.9846,0.459792,0.329785,1,86.843078
GSF-GSF,143953,701683595,7.251443131,4.148322358,-3.550273403,4.771834826,5.46013,0.789372,-0.707871,-1,41.84505866,-24.64014843,19.51254508,27.62485481,31.4305,0.793115,2.47181,1,26.19564726
GSF-GSF,143953,701683595,113.221409,-84.38678588,38.01756721,-65.21213391,92.5552,-0.656411,2.71831,-1,41.84505866,-24.64014843,19.51254508,27.62485481,31.4305,0.793115,2.47181,1,86.23351795
GSF-GSF,143953,701683595,113.221409,-84.38678588,38.01756721,-65.21213391,92.5552,-0.656411,2.71831,-1,7.251443131,4.148322358,-3.550273403,4.771834826,5.46013,0.789372,-0.707871,-1,56.87242722
GSF-GSF,143953,492677656,119.7870375,-30.24091769,-13.22183506,115.1503553,33.005,1.96266,-2.72942,-1,66.67443595,46.26165433,-14.99055659,45.61384615,48.6298,0.836833,-0.313362,1,88.71386343
GSF-GSF,143953,142395649,61.29162277,18.65305206,-58.12786505,-5.466074906,61.0474,-0.089419,-1.26028,1,34.82947984,-19.75763823,28.26321947,-4.89068733,34.4844,-0.141352,2.18089,-1,90.76831318
GSF-GSF,143953,142395649,31.68478952,3.192940607,5.344597253,31.06712566,6.22572,2.3105,1.03228,-1,34.82947984,-19.75763823,28.26321947,-4.89068733,34.4844,-0.141352,2.18089,-1,48.32253669
GSF-GSF,143953,142395649,31.68478952,3.192940607,5.344597253,31.06712566,6.22572,2.3105,1.03228,-1,61.29162277,18.65305206,-58.12786505,-5.466074906,61.0474,-0.089419,-1.26028,1,68.74502663
GSF-GSF,143953,243527798,32.68022769,-27.71694112,-0.684821298,17.30027388,27.7254,0.589284,-3.11689,1,67.12172485,30.8568559,3.090140674,-59.52840853,31.0112,-1.40708,0.0998116,1,90.34140661
GSF-GSF,143953,419494169,274.3172517,28.52671935,76.41373695,261.9105223,81.5649,1.88316,1.2135,1,220.6724224,27.20338986,-22.91802893,217.7867249,35.5705,2.51175,-0.700106,1,94.53937115
GSF-GSF,143953,252838110,166.832631,57.56634537,94.94325097,124.5191621,111.032,0.964713,1.02574,-1,35.97829048,6.767218323,-23.13455364,26.71019599,24.104,0.9558,-1.28622,1,94.69242145
GSF-GSF,143953,211868580,130.0319145,7.450909719,34.96319346,-125.0214295,35.7483,-1.96497,1.36083,1,43.34147326,2.652777142,-38.49340005,-19.74092779,38.5847,-0.491586,-1.50199,-1,94.80318902
GSF-GSF,143953,732391200,98.00673146,-45.15208171,4.737133839,-86.85717294,45.3999,-1.40411,3.03706,1,66.09457592,34.09914471,-32.32090999,-46.48763356,46.9829,-0.8739,-0.758632,-1,90.9140778
GSF-GSF,143953,258385333,45.88212218,34.05242489,11.15317214,28.65673125,35.8324,0.732468,0.316518,1,133.9343656,-37.33052384,-19.15193633,127.1929621,41.9567,1.82837,-2.66757,-1,89.27550724
GSF-GSF,143953,540302969,47.76205046,11.35460278,34.05747665,-31.50198,35.9004,-0.792036,1.24899,-1,41.04302058,-8.825839725,-25.90350484,30.58827436,27.3658,0.962238,-1.89918,1,88.38904845
GSF-GSF,143953,157192062,76.88840647,18.62749345,-34.33561499,-66.22619633,39.063,-1.29847,-1.07372,-1,211.646049,-92.31360386,-90.85091074,-167.3868591,129.521,-1.07378,-2.36418,1,87.03886035
